98	198
77	170
70	170
90	198
71	170
70	165
73	193
59	142
68	137
86	155
84	165
67	147
70	170
86	140
70	165
75	132
70	137
68	165
68	165
77	180
64	168
86	142
70	193
82	165
88	142
98	165
86	137
63	165
68	160
66	160
73	165
66	165
70	165
74	163
69	170
70	165
64	155
66	165
68	165
64	160
77	163
70	135
62	165
79	142
68	193
56	171
79	162
82	198
80	190
77	163
73	150
82	168
61	168
80	193
73	170
